absorbance_ratio_A570_A400,lspr_shift_nm,nanoparticle_aggregation_index,color_shift_delta_E,fluorescence_nir_au,ros_h2o2_signal_uM,spectral_response_integrated,plant_stress_index,plant_health
0.160434,0.8083,0,0.9668,7.267641,15.309,0.303233,0.163449,1
1.55121,48.7545,1,42.6913,0.5,83.3076,2.811632,0.879437,0
0.245103,0.8639,0,2.6365,7.127364,16.9407,0.411197,0.206568,1
0.640099,7.0703,0.61376,27.4515,4.825257,19.9059,1.06417,0.415014,0
0.197934,1.0851,0,3.4323,8.108595,12.2285,0.245364,0.049146,1
1.223667,36.1209,1,39.5133,1.796876,60.877,1.994605,0.759649,0
0.164177,0,0.049483,2.301,6.819387,19.454,0.483683,0.180089,1
0.261752,1.7049,0,4.8422,6.577133,11.3935,0.582983,0.072222,1
0.356406,1.33,0.027213,10.0067,6.67825,13.6186,0.50961,0.117264,1
0.588732,7.2003,0.427835,20.1783,4.975035,17.1612,0.901702,0.374856,0
0.857131,14.7795,0.97433,37.0724,3.793815,38.4581,1.27442,0.633658,0
0.998963,26.2975,0.88635,37.5345,2.914735,42.3827,1.771246,0.682234,0
0.237166,0,0.043233,14.1713,7.770926,11.5583,0.267221,0.230674,1
0.265552,0,0.07884,10.5288,8.248143,10.7715,0.219191,0.112164,1
1.537771,50.3121,0.985746,35.9421,0.591924,79.0391,2.672628,0.896034,0
0.402847,2.4112,0.104338,9.1489,6.353663,16.2193,0.543768,0.24299,1
0.150985,0.7478,0.075065,4.5955,8.043735,12.2448,0.352108,0.114907,1
0.601985,6.8747,0.350839,29.5449,6.050619,18.2583,0.777264,0.285494,1
0.160218,0,0,1.3265,7.726661,5,0.303828,0.0832,1
1.258642,37.2944,1,39.1852,1.326375,65.7125,2.147355,0.855439,0
0.33661,0.8103,0.043287,16.0778,6.529598,12.2138,0.450207,0.103331,1
1.15894,32.5648,0.979887,38.9112,2.364383,45.3712,2.002327,0.650695,0
0.248521,1.1957,0.042495,7.6923,7.176968,11.3037,0.409748,0.244517,1
1.244092,36.7661,0.968064,39.6056,1.542872,60.1903,2.123919,0.799726,0
0.127684,0,0.029367,2.921,7.499643,10.0202,0.282047,0.054396,1
1.371607,40.2908,0.935788,42.3331,1.60026,64.5604,2.290839,0.722214,0
0.386414,1.9827,0.024273,13.3482,6.670813,11.4737,0.533825,0.154525,1
0.115246,0,0.010365,2.5766,8.409199,17.4795,0.416954,0.16278,1
0.189268,0,0.021337,7.1486,8.088413,9.211,0.156744,0.04786,1
0.272223,1.7753,0.070211,7.3135,6.204684,12.9323,0.628791,0.102809,1
1.072268,31.6153,1,37.3094,2.552491,53.6467,1.900447,0.672914,0
1.421135,43.2994,1,42.9952,1.103252,72.0429,2.481555,0.862699,0
1.341918,40.6425,1,38.6979,1.376652,60.2762,2.351966,0.68469,0
0.912661,21.0444,1,36.7704,3.331065,49.6022,1.497628,0.668976,0
0.816923,16.9495,0.883448,33.6672,3.827831,48.1713,1.406613,0.61275,0
0.415585,1.7234,0.055831,11.839,6.855449,19.5217,0.726396,0.131355,1
0.234995,0.1094,0.067957,1.8075,8.169628,10.9532,0.367707,0.085722,1
0.182808,0.2825,0,0,7.603776,5,0.242179,0.119766,1
0.346786,1.3264,0,19.0519,7.307609,10.663,0.380238,0.126385,1
1.06765,25.434,1,32.6774,3.100492,41.0066,1.815065,0.700239,0
0.224973,0.5257,0.091609,8.3031,7.237521,6.2433,0.374265,0.13861,1
0.16317,0.6933,0.111087,3.4265,8.519733,8.5342,0.110297,0.130539,1
1.332347,39.8518,0.924206,42.322,1.814596,73.6164,2.176719,0.749695,0
1.498169,47.2445,0.915327,40.0504,0.873673,71.9779,2.621196,0.699355,0
0.179643,1.7687,0.046642,0,7.628931,12.3617,0.504745,0.14827,1
0.249915,1.2088,0,8.9234,7.218299,16.3254,0.363209,0.160812,1
0.15355,1.6165,0.020117,1.5157,8.109742,15.6379,0.369302,0.085024,1
0.246483,1.4313,0,6.3194,7.150666,5,0.599909,0.111141,1
0.475174,3.3858,0.152415,18.2026,5.165749,17.8869,0.737954,0.237056,1
0.312883,1.787,0.071236,17.2013,6.62427,18.5265,0.506462,0.211571,1
0.227479,1.5496,0,0.7095,7.72417,16.2568,0.228593,0.200539,1
0.900711,19.4556,0.92716,39.2092,3.525714,52.5337,1.598518,0.747056,0
0.260622,1.2104,0.058898,10.0943,8.332449,14.2389,0.429802,0.113199,1
1.156438,30.2347,0.987479,37.3346,1.585722,51.5268,1.93918,0.716661,0
0.648231,9.3782,0.59893,27.5562,4.649116,26.7497,1.094075,0.525177,0
0.325446,2.1118,0.084938,10.6811,6.290988,19.1737,0.585613,0.193228,1
0.950188,21.6425,0.925325,37.8923,3.225901,39.7384,1.56191,0.616322,0
1.297011,38.199,1,39.388,1.912093,52.1125,2.229309,0.76854,0
0.699796,6.5741,0.503299,29.5754,4.761237,24.5297,1.075982,0.414005,0
0.386454,3.1541,0.098978,22.3517,6.387474,11.9852,0.55473,0.286179,1
0.416257,3.4072,0.199727,18.1714,6.422564,12.3292,0.574968,0.240062,1
0.31843,2.1683,0.06117,7.7629,6.980594,15.3123,0.44917,0.199224,1
0.279007,0,0.100631,2.5255,7.148319,8.7201,0.326024,0.098261,1
1.366552,41.4794,1,40.9447,1.383758,68.9467,2.399732,0.81353,0
0.27165,4.0355,0.148438,12.146,7.570089,5,0.468464,0.132398,1
0.776665,10.4714,0.828545,27.6004,4.488568,34.7558,0.994261,0.509397,0
0.146879,0.5955,0.10919,0.2241,7.926473,6.9772,0.310443,0.11255,1
0.213984,0,0.009681,0,7.408307,5,0.379491,0.171338,1
1.339932,40.9797,1,40.8311,1.718133,62.9486,2.427039,0.831092,0
0.262462,0.531,0.080708,4.2961,6.23149,11.3426,0.631849,0.151594,1
1.541464,49.8028,1,50.8877,0.667802,81.3262,2.802933,0.976424,0
1.469608,45.3804,0.984485,42.9932,0.957474,68.5879,2.5598,0.747927,0
0.779349,12.9012,0.791832,35.2462,4.806556,36.5228,1.064923,0.525663,0
0.404747,0.71,0.078438,17.4814,5.790918,5,0.566125,0.178078,1
0.752864,13.3805,0.66263,29.5292,4.49621,24.9931,1.189774,0.458016,0
1.041688,24.796,0.97552,36.7607,2.727722,42.1426,1.873221,0.717686,0
0.319897,0.7032,0.073726,10.9096,7.231236,15.2123,0.363429,0.16975,1
1.217555,35.0121,1,37.6673,1.251468,59.6808,2.140534,0.756661,0
0.487636,3.2009,0.106353,17.8628,5.517066,20.4926,0.673924,0.294654,1
0.4801,3.2674,0.174255,13.5072,5.469442,11.4066,0.82121,0.186256,1
0.203467,0,0,1.0975,7.773102,15.4584,0.368118,0,1
0.190651,0.6361,0.101081,2.1814,7.572111,14.3599,0.303395,0.138386,1
0.155417,0.6743,0,1.612,7.52833,6.2409,0.206067,0.074857,1
0.597586,5.8983,0.503362,25.6298,4.767923,23.0429,0.972413,0.34934,0
0.346115,0.9596,0.018694,14.4562,6.775723,16.4862,0.544576,0.113618,1
1.457044,46.0863,1,37.158,0.863027,88.1441,2.514876,0.83954,0
0.174131,0.6822,0,2.5755,8.054468,5.7338,0.369314,0.026539,1
0.181182,0.9407,0.070636,6.2515,7.419212,7.7409,0.343525,0.133766,1
1.336906,40.44,0.925004,38.3594,2.534297,58.2376,2.07593,0.743197,0
1.28701,33.8613,0.927978,35.9527,1.796741,64.7963,2.111553,0.709873,0
0.189142,1.0064,0.027257,4.6249,7.045703,7.2438,0.35857,0.069598,1
0.226939,2.4183,0.000802,1.8249,7.553637,14.2375,0.254964,0.038534,1
0.426825,4.8684,0.272152,16.5683,5.587995,28.3751,0.788424,0.380369,1
0.390759,2.2787,0.041879,11.1865,5.967826,12.9577,0.773578,0.204145,1
1.093841,29.5754,1,35.2732,2.561156,55.3404,1.907362,0.814642,0
0.161194,0,0,5.5963,7.767917,8.7365,0.385649,0.1613,1
0.50106,5.0293,0.331912,20.5622,5.587934,22.4849,0.705563,0.371887,1
0.899988,19.8224,0.935804,41.8927,3.739831,44.8313,1.5262,0.61208,0
1.066523,26.9738,0.994276,34.8535,2.551557,39.3202,1.812503,0.670495,0
0.298969,1.6646,0.044762,4.6188,6.896986,18.778,0.505822,0.206758,1
0.249016,0.8044,0.126066,6.2258,7.816516,8.9517,0.453586,0.181752,1
0.297921,0.813,0.034487,11.3336,6.231716,5.0803,0.503272,0.153126,1
0.268848,0,0,3.7125,7.205929,19.7893,0.37218,0.134468,1
0.248923,0.441,0.127319,12.303,7.346026,8.1793,0.503261,0.187753,1
1.052557,24.205,1,34.6899,3.245283,48.4453,1.656735,0.597632,0
1.122345,29.9591,1,34.7975,2.087919,51.0887,1.989897,0.667669,0
1.305696,35.8234,0.879405,34.7751,1.588312,69.5846,2.131161,0.760666,0
0.82851,17.5257,0.873375,27.3046,4.091384,31.0507,1.319425,0.579331,0
1.080115,28.6463,1,40.4712,2.816808,48.2675,1.987274,0.764005,0
0.973655,22.3172,1,36.9753,3.544684,43.1532,1.505042,0.59056,0
1.014962,25.5603,1,32.2224,3.048827,47.4402,1.863408,0.641925,0
0.185144,1.2114,0,1.7287,7.355592,15.8617,0.519929,0.114297,1
0.22594,2.6937,0,1.0704,7.706068,5.3962,0.426466,0.062132,1
0.62979,7.3295,0.447286,31.9075,4.662867,16.7707,0.887473,0.432016,0
0.404973,3.0967,0.017626,16.8026,6.444384,13.9043,0.637386,0.238005,1
1.233403,32.4867,1,38.1387,1.92385,59.3059,2.145222,0.730737,0
0.333763,1.9584,0.134381,5.8844,6.70908,13.8648,0.567618,0.216879,1
0.162686,0,0,3.4595,7.894872,9.489,0.198097,0.039984,1
0.487662,3.2286,0.115405,12.8018,5.543879,14.9737,0.851061,0.172242,1
0.395929,2.538,0.077788,17.4906,5.954197,16.5896,0.49918,0.128922,1
0.330916,0.8264,0.008455,9.5939,7.370789,13.3486,0.384899,0.175899,1
0.218204,0.341,0,6.7875,6.824654,14.8473,0.355712,0.082127,1
0.38129,1.1708,0.105658,14.6362,6.833284,13.8775,0.540026,0.207835,1
0.643347,4.2157,0.349186,29.2944,5.204885,15.8728,0.847069,0.304073,0
1.38599,43.5644,1,44.8106,1.835969,72.6917,2.384282,0.854833,0
0.518526,7.0812,0.405236,18.126,5.579417,19.5467,0.75881,0.326982,1
1.167207,32.8366,1,45.7464,2.258134,44.8387,2.015597,0.777313,0
0.433341,3.2748,0.195221,14.5449,6.400157,11.3939,0.69051,0.189485,1
0.216806,0.9713,0.068159,12.5385,7.285353,24.8688,0.389544,0.273215,1
0.253624,0.4577,0,4.3911,7.614447,18.5225,0.393007,0.162858,1
0.141655,0,0.05406,3.5503,7.395596,12.3636,0.18836,0.115644,1
0.108492,0.1806,0,4.7089,7.535973,5.4488,0.228349,0.075174,1
1.01631,23.7485,1,36.0155,3.094178,35.7095,1.679597,0.589534,0
1.096093,30.2993,1,34.4715,1.973424,52.6667,1.906902,0.750183,0
0.227226,1.6882,0,3.0927,7.277533,10.9494,0.395966,0.069984,1
1.380852,42.9928,0.90703,44.3354,1.484254,75.413,2.459291,0.754051,0
1.095057,31.2815,0.942309,41.5026,1.933357,48.8781,1.963003,0.734903,0
0.160801,0,0.054775,11.566,7.648512,6.2649,0.220343,0.105272,1
1.507009,47.4791,0.972867,42.4128,0.97954,81.6474,2.502503,0.889543,0
1.589756,50.7809,0.953587,44.2418,0.549248,82.9375,2.813211,0.893683,0
0.151062,0,0,0,7.502895,16.1869,0.455036,0.077384,1
0.232922,1.0633,0.055281,1.5087,6.805804,7.2851,0.468266,0.113777,1
0.319559,1.1152,0.105465,9.0766,6.876342,11.5458,0.4532,0.091996,1
1.191988,37.872,0.905957,35.1311,2.05829,59.042,2.103393,0.742763,0
0.290946,1.6829,0.05227,11.0206,6.831666,7.8558,0.602517,0.048661,1
0.428379,0.729,0.08801,18.193,5.864498,19.1485,0.557427,0.329955,1
0.397053,1.9716,0.083465,13.4117,6.383287,13.5916,0.716712,0.193469,1
0.613537,7.2207,0.414888,24.2741,5.181535,17.9511,1.052218,0.34308,0
0.361881,1.4943,0,13.6808,6.696852,15.8195,0.537326,0.144776,1
0.21184,0.9997,0,0,7.992805,11.9143,0.399623,0.061217,1
0.34476,1.7431,0.013111,11.9197,7.129699,14.0054,0.389872,0.181658,1
0.236338,1.3814,0.088694,5.9672,6.986168,11.251,0.447886,0.142698,1
0.212378,1.8591,0.019239,0,7.186403,9.0764,0.574153,0.152132,1
0.202027,0.685,0.024548,6.2273,7.848795,5,0.194545,0,1
1.324403,41.7016,0.969196,47.2883,1.448752,69.7499,2.400041,0.868037,0
1.232276,36.83,0.945472,42.2845,1.775026,54.1596,2.128314,0.76933,0
1.336492,35.5981,0.966389,40.8323,1.445067,55.8108,2.275683,0.753291,0
0.36581,1.1912,0.054441,10.3841,6.542482,11.0439,0.441262,0.105285,1
0.205417,0,0.012641,2.901,8.282793,18.6837,0.246324,0.109859,1
1.021507,25.3451,1,31.9493,2.941326,56.4279,1.589238,0.622445,0
0.51838,4.2912,0.253104,19.4526,5.303524,21.744,0.792485,0.246246,0
0.173407,0,0,3.1662,8.561843,10.6653,0.279146,0.122574,1
1.401369,42.9969,1,44.2061,0.993658,76.4872,2.422765,0.799866,0
1.175261,34.6816,0.924422,36.7449,2.105067,55.1539,1.988766,0.774491,0
0.744459,15.1533,0.721162,30.0072,4.836304,25.1928,1.248627,0.45717,0
1.086174,30.2424,1,40.5217,2.700775,45.9248,1.920693,0.748566,0
1.339251,36.5579,1,44.4057,1.189457,55.6317,2.242317,0.856531,0
1.48156,49.1583,1,45.8123,0.772164,84.6836,2.769109,0.846489,0
0.504889,6.0478,0.320113,20.9183,5.324768,24.7151,0.976085,0.406549,0
0.335813,1.765,0.104005,8.7085,6.885744,19.2907,0.541708,0.315403,1
0.265789,0.5441,0.07484,14.8841,6.927896,13.5395,0.567726,0.049669,1
1.512985,49.2401,1,46.0588,0.919649,78.0032,2.580481,0.956427,0
0.85358,18.8666,0.927951,37.4984,4.117906,35.1344,1.531892,0.61257,0
1.188984,31.5227,0.907976,34.1426,3.001464,61.3777,1.848626,0.757745,0
0.276419,0,0.051356,4.2378,7.147229,11.7648,0.394545,0.217143,1
1.521038,50.6714,0.937913,37.3656,0.701974,74.9789,2.737068,0.797786,0
1.001951,20.0092,0.886319,36.0795,3.224656,48.5713,1.596848,0.75221,0
0.307218,0.8773,0.149871,7.9336,7.220359,14.2108,0.450933,0.173701,1
1.165598,32.2123,1,39.9707,2.06216,50.2999,1.847641,0.743361,0
0.516425,6.7419,0.213075,15.6387,5.550373,26.4412,0.654171,0.263909,1
0.412419,2.954,0.059802,19.0482,6.428182,17.3719,0.529928,0.224267,1
0.146862,2.6804,0.064543,0,8.214179,19.7121,0.232341,0.032611,1
0.326433,0.4092,0.091577,8.6656,6.915919,5.2834,0.553556,0.219276,1
0.582319,6.531,0.274812,24.2396,4.916995,12.5333,1.079379,0.32422,0
0.337171,0.0695,0,19.1206,6.686366,16.5867,0.423328,0.221817,1
0.627922,10.8201,0.52472,29.5543,4.926133,33.7037,1.243025,0.523816,0
0.495018,2.6083,0.134393,18.3275,5.91017,25.197,0.649621,0.235445,1
1.45525,45.1508,1,39.2354,0.733492,80.1863,2.51954,0.876143,0
0.197035,1.2014,0.021045,0,7.253797,10.9336,0.496533,0.171008,1
0.621311,4.8735,0.364727,24.5817,5.104777,27.6921,0.705878,0.36927,0
0.701338,15.1625,0.671559,31.3063,5.168488,29.8967,1.225134,0.493836,0
0.701323,8.9814,0.645759,31.0165,4.665094,24.5862,1.162934,0.590721,0
0.178634,0.1095,0.039111,5.2173,7.399069,8.8991,0.3882,0.146808,1
0.22674,0.7687,0,3.1912,6.584834,14.9093,0.352653,0.182547,1
1.059428,26.3528,0.940483,37.3946,2.310195,54.1024,1.963154,0.736607,0
0.269783,0.7685,0,2.5115,7.324911,11.0983,0.341995,0.093264,1
1.221915,34.5066,1,43.2845,1.863779,52.7707,2.203943,0.773674,0
0.36265,1.4368,0.058938,16.5141,6.303719,17.573,0.526802,0.226128,1
0.705871,13.4489,0.700187,25.4607,4.777505,31.8957,1.288528,0.519448,0
0.174562,1.1647,0,0,8.046717,13.8205,0.327214,0.128402,1
0.180663,0.4663,0.053694,0,7.957048,5,0.285476,0.087204,1
0.723101,11.3481,0.750728,27.6209,4.334145,34.0957,1.12716,0.564881,0
1.37929,39.6182,1,42.2562,2.268338,72.6685,2.297685,0.770754,0
1.191349,31.9281,0.929347,40.3994,1.470591,53.9826,2.02216,0.70783,0
1.466356,48.9769,0.958568,43.2299,0.921203,82.1717,2.633409,0.918679,0
0.244333,0.2262,0,5.1425,7.588496,16.5722,0.27297,0.13377,1
0.21194,1.2247,0.066006,6.4461,7.28015,14.3775,0.334089,0.184681,1
0.626849,7.5491,0.418698,26.3599,5.025136,29.6532,0.94554,0.447615,0
0.39647,1.2646,0.056943,20.5807,6.546472,14.4965,0.534026,0.156416,1
0.21348,0.5613,0,5.521,7.569378,5.1879,0.453443,0.104927,1
0.696169,10.4831,0.627789,30.9337,4.798892,22.9041,1.179714,0.455142,0
1.00309,28.3444,1,33.353,2.642302,52.3459,1.858864,0.674562,0
1.372848,42.859,1,43.9213,1.552769,76.4003,2.42581,0.862876,0
0.261297,0.2016,0.002001,10.9001,7.046261,6.0824,0.296469,0.09524,1
0.201955,0,0.045007,2.9262,7.287184,16.5146,0.404864,0.080175,1
0.828651,21.0233,0.895639,35.6234,3.433711,43.7055,1.489273,0.616306,0
0.268076,0.8753,0.088258,11.0204,8.053629,16.8643,0.206398,0.129718,1
0.579797,7.4465,0.350863,25.7663,5.801944,16.6294,0.858968,0.246354,1
0.27629,2.2612,0.09073,9.6092,7.294186,15.9754,0.49342,0.100873,1
1.540239,52.2398,0.925089,40.7559,0.5,79.2573,2.781232,0.884355,0
0.730966,13.2607,0.798223,27.8853,4.268437,30.0978,1.214696,0.510774,0
0.443684,3.5399,0.085684,13.9752,5.658901,13.5443,0.554028,0.193146,1
0.175754,0.7662,0.026249,4.2732,7.533195,14.7095,0.314356,0.011885,1
0.519928,4.3237,0.218012,21.427,5.567042,13.1975,0.665359,0.235788,1
0.58285,5.7344,0.337403,24.9235,5.648864,20.1447,0.916062,0.354442,1
0.368179,2.5262,0.150934,14.5519,6.159565,13.7361,0.575167,0.26749,1
0.30593,0.4632,0.074624,8.795,7.481258,13.5437,0.406418,0.145578,1
1.310728,39.4982,0.902717,42.3143,1.815309,61.8283,2.17962,0.705685,0
0.2538,0.2707,0.034304,6.0428,7.684148,18.3796,0.370548,0.062814,1
1.009106,25.7161,1,39.6535,2.598899,42.3826,1.832791,0.664324,0
0.259835,0.3155,0.036431,10.974,7.216968,5.3531,0.340771,0.166993,1
1.07327,30.6093,1,33.833,2.902187,46.4923,1.971452,0.631501,0
0.284253,3.4031,0,6.468,6.752837,17.2673,0.509862,0.081191,1
0.278666,1.315,0.143299,8.5354,7.275071,9.7542,0.303892,0.106119,1
0.154121,1.0231,0,3.3388,6.976138,11.8566,0.543727,0.172048,1
1.357477,40.427,0.97747,45.9287,1.123642,68.3917,2.282993,0.909343,0
0.276929,2.028,0,7.286,6.410987,13.3366,0.354118,0.091806,1
0.187135,1.6765,0.045144,5.4584,7.339704,6.644,0.440406,0.150561,1
1.406779,43.376,0.949863,46.4795,1.092698,74.8137,2.507128,0.769028,0
0.246062,0.2213,0,0,7.79047,21.3914,0.359411,0.223118,1
0.244606,1.0886,0.088764,6.1803,8.065145,19.235,0.395904,0.19457,1
0.739218,15.0642,0.727639,33.7747,4.323605,23.7537,1.305198,0.478944,0
0.204881,1.4743,0.039098,3.1225,7.010541,10.6004,0.443189,0.098775,1
1.257102,36.514,1,39.4536,2.220418,58.3863,2.099713,0.78022,0
0.264671,0.7328,0.098475,8.5925,7.360964,16.7984,0.318465,0.164685,1
0.423806,1.9975,0.149389,18.9274,5.349963,18.2602,0.93249,0.278504,1
0.354678,1.6253,0,13.5132,6.893819,8.997,0.640193,0.129976,1
0.161231,0.0935,0,0,7.959424,10.1491,0.269209,0.12693,1
0.890273,22.6183,0.909026,35.5784,3.72631,39.3903,1.535255,0.636049,0
0.926422,22.9238,0.953775,35.4785,3.051168,37.2697,1.736086,0.673044,0
1.361481,42.7136,1,40.637,1.796088,75.9761,2.370004,0.788735,0
0.377734,0.602,0,10.0527,5.802813,17.6412,0.76785,0.143819,1
0.736863,12.1261,0.626564,32.6202,4.471883,28.3943,0.987686,0.448556,0
1.143067,29.858,0.916871,46.0419,3.236366,56.931,1.707218,0.66956,0
0.388988,1.3878,0,12.9929,5.749073,18.4593,0.655827,0.321724,1
0.291751,1.9544,0.002762,16.7237,6.721687,19.8479,0.612876,0.15846,1
1.151151,32.2962,0.92294,40.815,2.260041,55.5981,1.896184,0.751648,0
0.173708,0,0,7.5468,8.21269,10.2379,0.368902,0.096521,1
0.666846,8.0326,0.582841,26.9636,4.391829,22.9599,1.063943,0.378221,0
0.181539,0,0.03118,3.7656,7.767003,15.1267,0.067804,0.119402,1
0.90833,20.8865,1,39.8198,3.227952,40.0502,1.598912,0.730827,0
0.711805,15.3288,0.826807,32.4383,4.1115,22.7624,1.236132,0.615152,0
0.473443,2.7819,0.093084,20.428,5.803671,11.3296,0.704828,0.193656,1
0.655155,9.614,0.577113,29.5066,5.446476,33.3026,0.990664,0.416526,0
1.474012,47.8097,1,38.3289,0.793313,76.5976,2.56142,0.829688,0
0.847581,20.8705,0.858929,39.9856,3.577073,30.8361,1.375965,0.528943,0
0.577049,3.9473,0.275851,22.9077,5.281836,25.9577,0.818991,0.310173,0
0.238472,1.3122,0.001534,0,7.410981,7.712,0.528387,0.083032,1
1.068964,25.6881,0.957082,34.7525,2.577589,46.2103,1.746612,0.691467,0
1.334469,43.809,1,45.5607,0.999915,62.9845,2.480267,0.759975,0
0.981217,24.658,0.973489,30.0811,3.091027,49.3963,1.716409,0.667375,0
0.876033,19.7752,0.942518,32.4161,3.310047,41.2264,1.518519,0.656475,0
0.186843,0.1319,0.009578,6.0253,7.738854,7.5757,0.391459,0.111831,1
0.238905,2.15,0.142083,7.0568,7.5352,11.3752,0.412748,0.123676,1
0.130027,0.027,0.029435,0,7.209428,13.2946,0.458713,0.164278,1
0.169902,0.0313,0.018938,0,7.781543,6.3821,0.380241,0.102637,1
0.142756,0,0,0,7.833987,16.1638,0.311168,0.077338,1
1.530597,50.3451,1,41.3058,0.655399,82.6001,2.710584,0.869131,0
0.18472,0.4869,0.011648,0,7.550988,5,0.458764,0.062497,1
0.417924,2.109,0,13.3285,6.555005,17.9368,0.429928,0.215962,1
0.123139,0,0.008475,3.135,7.825042,8.0369,0.340226,0.078114,1
0.726142,13.016,0.811084,30.9844,4.592556,23.6418,1.226007,0.54642,0
0.380465,0.6402,0.044494,17.233,7.255761,10.8992,0.585427,0.202772,1
0.787924,12.1033,0.775818,32.9102,4.470786,31.8927,1.164998,0.588796,0
0.932423,20.1847,1,37.3596,2.947818,39.8358,1.511711,0.636375,0
0.557626,7.193,0.424778,26.3395,5.410743,17.99,0.978905,0.445631,0
0.549588,5.0184,0.274001,17.5838,4.963629,24.1451,0.947443,0.356328,0
0.459659,2.3575,0.215594,19.4664,5.629383,8.8984,0.757135,0.254951,1
0.640813,6.8058,0.602377,26.358,5.330231,28.044,0.866248,0.450365,0
0.374246,2.4008,0.077655,14.9816,5.793911,19.6891,0.63927,0.300837,1
0.763878,13.7642,0.74912,34.1649,4.382553,32.7831,1.178253,0.495351,0
0.225188,0.8448,0.042744,1.1176,7.476709,6.2804,0.460483,0,1
0.238021,0.8276,0,10.3714,7.498586,12.2413,0.470691,0.18418,1
0.347401,2.4466,0.059494,15.0797,6.377335,7.1461,0.558452,0.16079,1
0.629855,4.6973,0.465669,25.9318,5.276722,25.5794,0.835136,0.361791,0
0.669218,11.7478,0.543003,29.8545,5.13189,23.7772,1.095574,0.497153,0
0.268127,0.8064,0.010801,5.3584,7.137542,13.4109,0.388264,0.074299,1
0.279565,0.674,0,8.9877,7.269211,13.3207,0.294341,0.121378,1
0.226046,0.9645,0.110378,0,7.695853,13.5164,0.475453,0.114263,1
1.262823,37.6275,1,41.2036,1.700444,54.3763,2.366421,0.839984,0
0.212957,0.2601,0,2.3695,7.652402,9.3749,0.333906,0.038801,1
0.529035,1.9805,0.170825,19.9786,5.493193,16.2134,0.708837,0.264279,0
0.472001,5.6063,0.158676,22.7439,5.706174,19.7741,0.871533,0.284189,1
1.160686,35.1049,0.970345,39.4377,2.02346,57.5872,2.118419,0.682688,0
1.277547,38.7552,0.967063,43.2385,1.424613,59.886,2.362991,0.770226,0
0.28331,1.3216,0,11.7702,6.992827,5,0.489152,0.081147,1
0.782338,14.5078,0.826725,34.1464,4.21632,35.6407,1.249466,0.650871,0
1.285838,38.1154,1,38.3135,1.00838,62.9044,2.33252,0.779453,0
1.133589,30.181,1,36.6865,1.932063,62.9335,1.86022,0.837304,0
0.268397,1.9046,0.170833,10.7125,6.553658,5,0.503642,0.145663,1
0.156924,0,0.099787,0,7.353291,11.0829,0.296445,0.088003,1
0.505934,2.8424,0.205445,20.4218,6.042616,15.2873,0.690824,0.319168,1
0.202483,0,0.001754,2.1548,8.139042,9.5563,0.1717,0.1108,1
0.363407,1.3767,0.031687,13.3086,7.278209,16.7274,0.543431,0.122518,1
0.196306,1.241,0,5.3152,6.392003,6.7632,0.587258,0.143195,1
0.177706,0.4171,0.007985,3.0383,7.505606,11.8995,0.367389,0.139002,1
1.524427,49.5361,0.92425,45.27,0.5,73.7166,2.678498,0.787836,0
0.339587,2.5822,0.086183,9.4363,6.74559,7.8687,0.512435,0.144206,1
0.284247,1.2543,0.045094,5.6969,6.680427,19.3508,0.52906,0.07953,1
0.161867,0.3465,0.098224,6.3014,7.767594,18.7177,0.342149,0.196159,1
0.953204,21.8707,0.969933,32.4479,3.279474,46.7161,1.517981,0.643954,0
0.368773,1.9333,0.173494,10.2322,5.848366,15.2517,0.694207,0.168244,1
1.026956,23.2932,1,36.801,3.237478,41.9802,1.583998,0.695954,0
0.635471,9.6717,0.575,21.6401,4.814057,18.9194,1.071584,0.397598,0
0.433172,2.373,0.141152,14.1428,5.987146,15.1242,0.806278,0.340156,1
0.75376,16.8793,0.720975,27.6604,3.930208,33.8908,1.300408,0.489218,0
1.291938,35.8247,0.979448,37.6436,2.102269,69.1059,2.259011,0.788568,0
1.252804,36.3949,0.929874,36.551,2.004283,61.4729,2.258666,0.770978,0
0.419586,2.57,0.135953,12.8438,7.628872,12.9673,0.671173,0.208466,1
0.261299,1.096,0.012144,15.2265,6.78993,6.497,0.439957,0.207737,1
0.783732,11.6623,0.586299,28.9759,4.945827,34.0674,1.104855,0.445111,0
0.529343,3.043,0.213195,17.773,5.91874,15.4044,0.742339,0.214252,1
1.238749,35.2335,1,36.1003,1.687674,65.2257,2.139092,0.774673,0
0.180852,0.9713,0,11.3666,7.523289,5.8005,0.318139,0.125369,1
0.323975,1.4843,0.059365,17.1201,6.326259,14.2702,0.572819,0.267974,1
1.078489,29.9383,0.9527,47.3852,2.894623,40.6411,1.688408,0.637225,0
0.753491,13.7148,0.713008,36.1864,4.496695,20.3071,1.184395,0.469846,0
0.1596,0,0,1.5486,8.044932,12.8579,0.25273,0.076705,1
0.896388,19.9943,0.954925,40.8348,2.832179,37.4813,1.637432,0.578506,0
0.113098,0,0.026237,0,7.559721,16.5353,0.433488,0.041483,1
0.619053,7.5074,0.359094,25.9727,4.81174,17.5716,0.938371,0.455596,0
1.31025,41.0941,0.990731,42.4276,1.298039,69.1819,2.325061,0.829539,0
0.316518,1.1388,0,13.8022,6.850534,11.4297,0.512906,0.226864,1
0.280809,0.5448,0,13.5549,7.074484,10.1184,0.409566,0.11377,1
0.809811,16.7763,0.936549,32.8729,3.720538,37.0449,1.523687,0.632585,0
