pesticide_concentration,uv_vis_absorbance,color_shift,lspr_shift,nanoparticle_aggregation,nacl_effect,fluorescence_signal,spectral_response,plant_stress_signal,plant_health
0.6536,1.4157,12.0434,5.6254,0.0047,-0.0567,6.7057,1.9345,3.9600,1
4.1789,3.5972,119.1076,38.7753,0.9079,2.4069,3.3011,8.0327,13.7919,0
1.5540,2.6833,23.3413,6.3074,0.0934,-0.0445,5.0511,2.8090,6.2842,1
4.9385,3.5044,143.1818,49.3469,0.9443,2.8315,1.6959,10.3600,15.7133,0
1.6952,2.5476,46.2431,7.8053,0.1512,0.5569,4.5298,1.7714,5.5770,1
1.7595,2.6642,34.9290,7.3838,0.0888,0.1598,4.7122,3.0658,7.5934,1
4.8189,3.4750,131.6015,46.1615,0.8614,2.7959,1.4051,11.0973,16.2566,0
1.0450,1.9368,34.0657,5.9231,-0.0693,0.1139,5.9140,1.9754,3.7988,1
1.0393,1.8896,25.9234,10.3158,-0.1104,-0.2061,5.9434,1.4068,4.3743,1
2.8057,2.7573,73.6306,10.3431,0.5130,0.9905,3.2096,3.5643,9.6595,0
1.1950,2.1423,23.0613,5.1314,0.0413,0.1526,5.5791,1.5040,6.1054,1
1.5280,2.5670,57.3883,6.8638,0.0992,0.3177,5.1065,3.4679,6.0205,1
1.7691,2.5059,30.8553,12.1060,0.2226,0.5557,3.9907,3.8238,7.7457,0
4.4025,3.2050,138.9473,44.9641,0.9024,2.3831,1.2125,9.4441,14.9048,0
1.7276,2.3072,52.5505,9.4495,0.2075,0.4898,4.8357,2.9218,6.0628,1
2.5037,2.9486,60.8048,10.6591,0.4537,1.1480,4.0898,3.5889,9.0353,0
4.8686,3.2603,136.5594,44.7169,0.8752,2.6780,0.3116,8.7863,15.4115,0
2.7512,3.0801,69.8813,11.2310,0.6098,1.5335,2.9301,4.0709,11.0362,0
2.6044,3.2162,69.2007,9.6249,0.6040,1.2269,3.2895,3.6042,10.4064,0
4.3643,3.3084,109.5144,35.6352,0.9952,2.6946,1.5675,8.2436,14.3101,0
0.6265,1.5842,11.3142,1.3963,0.0431,-0.2440,6.5589,1.2020,3.0952,1
3.3412,3.4682,102.0912,32.3329,0.8025,1.7055,2.1911,6.3345,13.1524,0
2.0141,2.7385,62.7332,10.4986,0.3601,0.5903,3.2190,4.2869,8.2585,0
2.5638,2.8711,63.9565,11.5809,0.5629,1.1576,3.6346,3.4550,9.8480,0
2.6050,2.7838,57.5614,9.6728,0.5621,1.4108,3.3120,2.8097,10.1237,0
3.0330,3.0351,93.0421,19.2148,0.6204,1.5702,2.4766,5.3728,10.7365,0
2.9909,3.0873,92.1861,15.3294,0.8525,1.9497,2.5619,3.6732,12.0622,0
2.1758,2.8192,65.0168,13.9985,0.3459,0.9083,4.0627,4.1556,7.6855,0
4.4119,3.1258,134.1264,37.6301,0.9450,2.6550,2.4187,8.4168,13.9865,0
0.3456,0.9872,0.1654,3.1115,-0.0495,-0.1361,8.3046,0.8037,0.7548,1
4.1683,3.4268,127.4670,35.5534,1.0223,2.7733,1.5390,7.2021,15.0111,0
1.9796,2.6457,50.2109,12.3430,0.3425,0.5153,4.4712,2.6513,7.4252,0
3.9801,3.5632,116.6916,34.4734,0.8012,2.1391,1.9279,6.9496,13.1738,0
0.8742,1.9472,10.8131,3.1422,0.0891,0.2468,5.9518,0.8947,4.6812,1
2.9917,2.9923,68.0173,16.9292,0.6407,1.3469,2.8149,4.1702,11.1980,0
3.8006,3.2449,102.9886,33.6534,1.1199,3.0505,2.2236,7.7913,13.9986,0
0.3337,1.0087,7.5192,0.0629,-0.0645,-0.0810,7.2607,1.2887,2.1796,1
4.2751,3.5679,129.0776,34.5030,0.9311,2.5211,1.8945,7.2041,14.4903,0
3.8817,3.1293,105.8597,29.6691,0.8896,2.3247,1.9466,7.1258,13.8427,0
2.3392,2.5639,52.8328,12.0549,0.4378,0.8505,3.5963,4.2469,9.4586,0
1.7703,2.6444,31.8661,11.0363,0.0715,0.1886,4.8483,3.3227,6.1737,1
2.1281,2.7975,65.9861,12.4167,0.2710,0.5528,4.0402,3.7965,8.1492,0
4.7152,3.7292,136.7151,42.8518,0.9628,2.4576,2.1403,9.0686,14.9042,0
0.9572,1.8241,26.3506,5.8388,0.0657,0.0798,6.0509,1.5210,5.5895,1
3.0743,3.1599,87.0731,17.4043,0.8009,1.6516,3.5050,4.9828,9.7424,0
4.8508,3.6036,141.6171,48.2266,0.9613,2.6955,1.3831,10.1992,15.9217,0
3.2524,3.3960,103.7488,20.4483,0.9141,2.1154,2.7648,5.5655,13.0146,0
2.6342,3.3124,74.1157,14.7715,0.6584,1.4712,3.7551,3.7510,10.0173,0
0.3706,0.7463,13.4708,1.2763,0.0525,0.2416,7.6121,1.0319,2.5338,1
3.4194,3.3146,78.8930,25.1924,1.0470,2.6469,2.5816,5.7312,13.3536,0
2.1622,3.0068,53.8229,12.1526,0.4263,0.8418,3.8206,3.3985,8.5146,0
0.7967,1.7360,8.1577,5.6814,0.1411,0.0665,7.0755,1.9414,4.0179,1
2.9415,3.1618,80.0480,17.4833,0.6487,1.5848,2.4679,4.8349,10.4382,0
0.5674,1.2931,15.8578,5.5481,-0.0066,-0.0568,6.8183,0.9476,3.9506,1
3.0316,3.2644,80.0737,12.6400,0.8323,1.7938,2.3626,4.1429,11.1029,0
2.1268,2.5123,46.4090,10.0363,0.2833,0.5779,4.0852,3.8425,8.3815,0
2.1900,2.6965,65.4174,8.1586,0.3554,0.7220,4.3202,3.1919,9.3721,0
5.0000,3.4081,153.3950,50.5730,1.0528,3.2306,1.5276,10.3745,15.6525,0
2.6374,2.8808,80.6172,12.7102,0.5882,0.9817,3.2633,3.7909,10.1120,0
1.2289,2.0057,36.2339,2.5910,0.2208,0.2495,4.8867,1.5390,6.0574,1
3.1264,2.9693,87.0244,20.9536,0.8609,2.0863,2.9035,5.3616,11.5821,0
3.0753,3.1341,83.9272,27.7555,0.8052,1.5867,3.6252,6.2491,11.2432,0
2.3915,2.9716,57.2229,9.2928,0.6105,1.6091,3.3660,3.5575,9.4936,0
2.7677,2.9494,62.3996,15.8042,0.6958,1.2839,2.7984,4.6000,12.4426,0
2.3030,2.9160,46.9662,17.5294,0.4082,0.8928,3.6665,4.9002,7.7483,0
3.5280,3.5212,101.0595,20.8870,0.9036,2.4187,1.9692,4.3026,12.6566,0
0.7847,1.8482,18.5823,3.6676,0.1005,-0.1001,6.2784,1.5385,4.1286,1
4.3812,3.4049,144.2452,43.2088,1.1536,3.2513,1.4731,9.3142,16.4135,0
4.0443,3.2683,129.7483,31.7761,0.8996,2.3470,2.2765,7.8562,13.0264,0
1.7997,2.5029,44.7909,7.8194,0.1302,0.1749,4.6647,2.6430,7.9595,1
1.2462,2.3208,26.0392,6.6537,0.1202,0.0835,5.6300,1.6359,5.3567,1
4.9988,3.6327,164.3550,45.7681,0.9681,2.9994,1.1082,9.8207,16.6099,0
0.5555,1.1954,15.2744,2.7845,-0.0018,0.0982,7.5248,-0.4044,3.8016,1
2.0279,2.7832,41.6039,10.8428,0.2682,0.6362,3.9155,3.8676,8.0433,0
3.6521,3.2080,117.1006,27.9732,0.8158,1.9239,2.2764,6.6152,12.8179,0
3.6602,3.0066,104.8020,32.9682,0.6471,1.6231,2.7708,7.5952,11.4552,0
0.5929,1.4393,17.8998,2.8813,0.0237,0.0761,6.3531,1.3083,3.1790,1
0.0941,0.5084,-1.5773,0.3574,0.1660,0.4852,8.4689,0.2664,1.9134,1
3.5660,3.1879,105.6435,26.3280,0.8637,2.2780,2.3180,5.6423,13.2540,0
3.4411,3.1664,96.0776,23.0283,0.8787,2.0722,3.3485,6.9599,11.3643,0
0.4584,0.9329,-1.0431,2.7217,0.0701,-0.0911,6.9696,0.8799,2.7449,1
2.3462,2.8188,74.8462,10.5730,0.3468,0.9283,3.2346,2.9758,9.8706,0
3.7507,3.3379,113.0521,35.6093,0.9439,2.5855,2.5171,8.2347,13.9534,0
0.9642,1.8834,28.2905,4.7084,0.0317,0.1156,6.3920,1.1397,4.6730,1
1.5811,2.0493,21.5016,7.9143,0.0331,0.0018,5.1138,1.8223,5.9309,1
4.1000,3.5168,123.1900,32.6763,0.9648,2.6520,1.4546,7.6145,14.4003,0
1.8789,2.6400,44.7612,9.0849,0.2093,0.3274,4.8789,3.8192,8.0656,1
4.8461,3.6252,158.8653,50.9036,1.0651,3.2368,1.7971,10.4268,15.5100,0
1.2713,2.1608,29.9538,3.7503,0.0282,-0.0951,5.2034,2.1619,4.5647,1
0.3064,0.8683,18.3439,0.6612,0.0659,-0.1628,7.0810,0.2205,2.4451,1
3.8634,3.5705,109.3912,29.4792,0.7672,1.8622,1.7784,7.2980,14.0812,0
3.6838,3.3665,124.7880,27.3366,1.0069,2.3832,2.9960,6.2499,12.5307,0
2.0930,2.7561,62.1466,10.7511,0.2717,0.9685,3.4902,2.9259,8.2960,0
1.7696,2.5373,44.4044,7.2491,0.1250,0.1295,3.9882,2.1199,7.0778,0
0.3457,0.9085,2.9831,2.8030,0.0178,-0.1731,7.6218,0.1754,2.1960,1
5.0000,3.4386,151.4124,44.6350,1.1768,3.6565,0.7471,10.1663,17.0412,0
2.6599,2.9537,63.8689,14.0692,0.4999,1.0927,3.0945,5.3264,10.2971,0
4.4153,3.5294,135.2428,38.2531,0.9488,2.5797,1.0789,8.3841,16.1037,0
1.3600,2.1366,22.9541,5.0395,0.1844,0.4552,4.4355,1.8490,6.3576,0
2.3209,2.7931,38.3782,13.9983,0.4326,0.7799,3.3269,4.1570,9.9146,0
4.8622,3.2497,143.4440,46.3564,1.0344,3.2405,0.8018,10.1509,16.8684,0
2.8014,3.0800,73.5604,16.7217,0.5856,1.1419,3.4857,3.5622,10.3149,0
4.5219,3.6129,153.8930,43.5087,0.9057,2.5789,1.7117,9.4964,14.8859,0
3.5063,3.2071,98.2436,22.8347,0.8165,2.1275,3.2817,5.7466,12.9124,0
4.4382,3.4438,119.8251,46.3907,1.0303,2.7815,1.5172,9.4167,14.9872,0
3.0312,3.0614,88.2124,16.8049,0.7647,2.0570,3.4941,4.8698,10.1434,0
4.5556,3.4184,145.6064,36.8326,1.0618,3.1617,1.8183,8.2180,16.1376,0
4.6041,3.6211,125.4882,43.6861,1.0352,2.6181,1.4551,9.9800,15.4960,0
1.4216,2.1437,16.2235,8.0721,0.1682,0.1882,4.9532,2.8512,6.1037,1
4.4085,3.6647,133.5137,38.6550,0.9478,2.5461,1.6127,8.5372,14.8457,0
4.2435,3.4898,135.3435,31.2383,0.9563,2.6565,1.1693,8.1426,14.8358,0
4.2326,3.2108,126.2088,36.2790,0.9194,2.6863,1.7669,8.0848,14.3438,0
4.0068,3.2910,121.4280,38.1564,0.8141,2.0494,1.8919,9.0429,13.0623,0
2.8838,3.1089,68.6962,16.2058,0.7840,1.7596,3.1090,4.5707,10.1913,0
2.8309,2.8518,66.3337,11.2273,0.6879,1.4206,3.3834,3.3109,11.0381,0
1.1927,2.1680,18.3838,4.0230,0.2564,0.0741,5.8298,0.6110,5.0657,1
2.8578,3.0826,66.4182,13.1275,0.7364,1.7778,3.2890,3.6216,11.1568,0
3.0135,2.9780,80.8995,16.7688,0.7379,1.6912,3.3018,4.3658,10.4732,0
1.0301,2.2934,27.8118,6.5368,-0.0052,-0.0001,6.5958,2.2728,4.6744,1
3.2339,3.1212,79.3160,19.6785,0.8604,2.0438,3.5353,5.8613,12.0311,0
1.1937,2.1094,23.6101,8.1778,0.1285,0.1266,5.3311,2.7410,5.9462,1
4.0868,3.2389,119.9461,38.3930,0.8142,1.9056,1.7423,8.8211,13.8213,0
4.0960,3.2909,111.0609,34.3825,0.9038,2.0407,1.3755,8.7370,15.4827,0
1.6154,2.5333,27.8564,11.1709,0.1126,-0.0464,4.2442,3.1436,6.2670,0
2.2708,2.9118,64.0234,10.9984,0.5266,0.9390,3.6538,3.5391,8.6468,0
0.1375,0.2073,-4.9371,1.4323,-0.0497,0.1088,7.5792,1.0095,1.9230,1
4.6540,3.4297,140.3979,45.7283,0.8552,2.3351,2.4254,9.2665,14.2031,0
0.5102,1.1910,12.4231,1.0857,0.0460,0.0873,6.5468,-0.0636,3.0285,1
2.6802,3.0143,51.1317,16.2300,0.5372,1.0331,3.2441,3.3375,9.6190,0
4.6295,3.6752,136.1842,39.2216,1.1690,3.3045,1.3524,8.8204,16.3007,0
4.1915,3.5019,115.7845,36.2927,1.0000,2.3355,2.5200,7.7973,14.1719,0
3.8034,3.2325,112.4341,31.4989,1.0631,3.0345,2.3310,8.2556,13.8415,0
0.3068,0.9411,9.3210,0.8365,-0.0158,-0.0611,6.9167,0.9562,1.7851,1
0.5453,1.3057,12.3538,-0.0678,-0.1415,-0.1603,7.3022,1.8910,1.5490,1
0.3509,0.9687,12.7606,0.5569,-0.0220,-0.0589,7.1244,0.5163,2.1820,1
3.6243,3.2412,111.5498,25.2325,0.9486,2.2789,1.9076,5.1686,14.2349,0
0.8691,1.8869,27.5431,5.4442,0.0641,0.2063,6.6579,1.5779,4.6185,1
1.2264,2.2014,44.5614,7.3559,0.1784,0.2380,6.1997,2.0606,5.4836,1
1.4151,1.9991,31.1260,6.5204,0.2180,0.3099,4.9280,2.5013,6.5157,1
2.7517,2.8142,75.7755,14.3387,0.5959,1.6455,3.0828,4.0207,12.4184,0
2.8159,2.8609,72.3353,13.2217,0.6579,1.5384,2.9803,4.3373,11.4278,0
0.1149,0.3181,0.2342,1.0872,0.0088,-0.3479,8.4941,0.5480,0.8472,1
4.1815,3.5794,118.1304,37.7159,0.9496,2.4730,2.2942,7.2901,14.3782,0
0.6182,1.3270,6.5642,1.1767,0.1218,0.2887,6.6001,1.3883,2.9853,1
2.3243,2.7009,49.9995,12.4230,0.3047,0.4266,3.7045,4.0912,8.1512,0
4.8511,3.5469,144.8902,46.5119,0.8860,2.4617,1.5560,9.9303,15.1840,0
3.7161,3.6059,106.9218,21.8591,0.8406,2.2162,2.3223,6.1405,11.7798,0
0.5236,1.1610,14.6702,2.7927,-0.0086,-0.0892,6.9242,1.3950,3.5134,1
3.9173,3.1698,114.0017,33.6141,0.9320,2.3397,1.5765,6.1873,13.5908,0
0.6470,1.6369,18.3589,2.6704,0.1063,0.5435,6.5091,2.0159,3.9279,1
0.2342,0.7792,5.0480,-0.1370,-0.0760,-0.1946,8.3304,0.0735,1.1002,1
3.5154,3.0699,107.8663,23.7629,1.0015,2.4206,2.1625,6.0806,14.0104,0
4.4254,3.5436,129.6183,33.9104,1.0615,2.8487,1.9877,7.9544,14.6712,0
1.1544,2.1714,23.6957,6.7529,-0.0148,-0.2597,5.0978,1.9408,5.0397,1
4.9062,3.4275,140.0279,46.0076,1.0113,2.9335,1.6400,10.1638,15.1061,0
3.7821,3.2762,109.9779,28.7816,0.8544,2.1541,1.8558,6.8472,13.2503,0
4.8256,3.7406,139.7803,41.1062,0.9948,2.8516,0.8474,9.2715,16.4697,0
2.8946,2.8427,84.9974,18.0917,0.7307,1.6369,2.8353,4.6084,12.2258,0
4.5536,3.4700,142.9876,39.6305,1.0122,2.8052,1.7822,8.9527,15.4500,0
3.6069,3.1579,110.2740,34.0652,0.8997,2.2934,2.5440,7.3890,12.6761,0
3.3035,3.2893,90.8775,18.1327,0.7822,1.7175,2.7000,5.6417,11.5611,0
2.3028,2.8395,39.2584,8.3838,0.4205,0.8643,4.2167,3.7188,8.6160,0
2.1723,2.5304,46.6336,7.2238,0.3334,0.5137,3.8469,2.3351,7.9194,0
0.7030,1.3839,5.4845,4.3938,0.1349,0.5077,6.6338,1.2765,3.6030,1
2.0264,2.6974,48.2411,11.6496,0.1244,0.1011,4.0370,4.2506,7.9190,0
1.9755,2.7862,45.3349,11.8626,0.2207,0.3083,5.0683,2.9723,7.2624,1
5.0000,3.6134,150.7747,46.5254,1.1518,3.5582,1.2401,11.0843,16.0392,0
4.9442,3.5694,150.0989,40.3228,1.1055,3.2064,2.1669,9.5735,16.4153,0
4.7517,3.3236,146.5536,41.4525,1.0880,3.2355,2.1338,8.8105,15.6993,0
2.4662,3.0938,64.9687,12.5585,0.5253,1.3313,4.0909,3.6638,8.8553,0
3.7669,3.5088,99.5610,26.5316,0.9039,2.3133,2.1226,7.1134,13.4490,0
1.6174,2.5864,42.1385,7.3018,0.0752,0.1535,4.9923,2.9667,6.2171,1
4.1063,3.1325,127.5451,30.0526,0.8745,2.2619,1.7662,6.8336,13.9590,0
3.1578,3.1106,98.1072,20.2764,0.8173,1.9429,2.8060,5.3744,11.9213,0
3.9816,3.4360,121.2228,27.1744,0.7862,1.9616,2.3118,6.2311,13.1232,0
1.4508,2.2358,44.7374,4.8998,0.1735,0.1591,4.6652,2.8136,6.6396,1
4.5313,3.4286,142.2892,43.3436,1.0102,3.0420,1.3791,9.4538,15.2105,0
3.7528,3.4466,114.4029,27.3558,0.9774,2.4553,2.4457,6.0353,13.5020,0
4.7971,3.4199,139.4716,43.5693,0.8721,2.7035,1.9291,10.0981,14.8279,0
2.3319,2.7688,52.0308,8.2946,0.4609,0.9079,4.0484,2.6728,9.6345,0
2.2601,2.7556,46.2718,12.3927,0.3863,0.8202,4.4118,2.9569,8.1991,0
2.0936,2.8236,46.0739,11.7245,0.2184,0.2985,3.4294,3.8080,8.7523,0
1.1255,1.9699,31.4369,7.7556,0.0461,-0.1312,5.8542,2.2413,4.1572,1
1.1522,2.2816,19.7838,2.8278,0.0533,-0.1188,4.7122,1.4470,5.5387,1
0.2960,0.9075,12.6489,3.6335,0.1312,0.5343,8.0374,1.8115,2.8036,1
4.6639,3.4533,148.9921,42.9075,0.9549,2.7624,1.8186,10.3434,14.9540,0
2.2010,2.6458,53.5087,10.9819,0.2998,0.6811,3.7959,3.0247,9.4123,0
2.3188,3.0436,62.2133,13.5628,0.3195,0.5958,4.2595,4.3362,9.5987,0
0.3048,0.9854,4.4134,-1.3845,0.1006,0.1131,7.4530,-0.5287,1.9111,1
3.9752,3.2536,125.7157,26.7930,0.9934,2.3146,1.9426,6.6498,14.1570,0
4.3907,3.0653,134.9821,34.3939,1.0057,2.8378,1.5021,7.3171,14.1184,0
4.7013,3.5741,147.9695,46.2010,1.1546,3.3626,1.6317,10.0771,15.0147,0
2.3486,2.8601,44.1021,8.0511,0.4430,1.1305,4.2089,2.9220,8.2098,0
3.8126,3.5309,106.1076,29.4318,1.1365,3.0145,2.1001,6.7654,14.0341,0
2.6902,3.2151,73.3218,10.2831,0.7439,1.6706,3.1720,3.4381,9.7724,0
1.3254,2.5302,30.2428,6.6270,0.0686,0.1500,5.1891,2.1393,5.6432,1
3.4847,3.2214,98.2227,23.9451,0.9007,2.2646,2.8263,6.4949,12.0855,0
4.6316,3.7958,142.6491,36.2188,0.9935,2.9283,1.4715,9.2206,13.7534,0
2.1425,2.7449,50.3685,8.5920,0.3406,0.5616,4.2526,2.7290,8.0395,0
4.5057,3.5321,144.0626,39.0364,0.9845,2.7242,1.9320,9.7429,15.1318,0
4.9275,3.4208,141.6269,46.5287,0.9717,2.8702,1.2811,9.3081,16.2955,0
2.8446,3.1042,79.0208,13.0362,0.7708,1.7779,2.8124,4.4670,11.4363,0
4.5799,3.2872,139.4685,39.4131,1.0707,2.8383,1.7289,8.2987,14.6163,0
3.9850,3.2626,126.5317,36.0933,0.8970,2.4793,2.1134,7.2566,14.3358,0
3.2301,3.5183,88.4585,19.4364,0.8057,2.0317,2.4159,4.3452,10.9657,0
2.4117,3.0649,40.5853,10.7947,0.5035,1.0183,3.0143,3.3882,9.0736,0
2.8720,3.2231,72.6725,16.0662,0.5517,1.1903,2.5656,5.5401,10.6223,0
1.8238,2.4588,49.6303,10.5144,0.1501,0.2256,5.1415,3.4453,6.7661,1
4.5329,3.3979,124.9497,45.8693,0.8670,2.5295,2.2821,9.6455,14.2747,0
0.1974,0.4093,14.0312,1.5492,0.0324,-0.1189,7.7155,-0.1017,2.8318,1
1.1435,1.9453,22.3073,9.3226,0.0033,0.1167,5.6594,2.0867,5.8349,1
1.3558,2.0016,46.8883,8.4316,-0.0038,0.1334,5.3498,2.6774,5.2415,1
2.7574,2.9878,71.6707,13.7556,0.6623,1.5428,2.7441,4.0211,11.5882,0
4.5156,3.4592,125.4639,45.4010,0.9719,2.6372,1.5109,9.6550,14.3111,0
1.4724,2.1826,46.3127,4.1904,0.1893,0.4124,5.2025,2.1860,7.7673,1
0.6999,1.4075,30.2068,5.1882,0.0584,0.1928,6.9404,2.7853,4.1590,1
1.1019,2.0187,31.1381,5.0656,0.1084,0.2244,5.9518,2.2781,6.0351,1
2.2857,2.7321,50.7156,7.3120,0.4086,0.9584,3.9836,3.1798,8.3150,0
0.5076,1.3529,1.8920,3.6626,0.1639,0.3729,7.0532,0.6282,4.3298,1
3.1072,3.0818,95.1085,17.2193,0.8680,2.0407,2.9857,4.4119,12.2075,0
1.4949,2.3076,28.4586,5.9264,0.2124,0.2940,5.1331,1.6622,7.0943,1
1.4134,2.3223,48.6784,4.9938,0.1538,0.1180,5.1850,1.8834,5.7716,1
1.0776,1.7875,19.2175,3.5438,-0.0179,-0.1724,6.3655,0.9613,3.4948,1
0.7605,1.5460,11.1423,3.4726,0.2175,0.1179,6.4910,2.0399,2.9630,1
3.2433,3.3474,78.9918,22.7575,0.7599,1.8520,2.6732,6.2039,11.4923,0
1.1764,2.1326,2.7476,3.6955,0.0607,-0.0747,5.8815,1.3829,4.6312,1
2.9165,3.1500,66.2967,16.1762,0.6151,1.1382,2.4669,3.9905,11.1525,0
2.7128,3.1922,76.9320,15.5041,0.7800,1.7409,3.0847,3.5577,11.9017,0
4.6007,3.4456,138.7436,42.9430,0.9070,2.8068,1.9181,9.4404,15.5543,0
3.1624,3.1452,89.6355,16.9669,0.6796,1.4471,3.3424,4.8298,10.9486,0
2.4541,2.5961,56.6591,13.1017,0.5183,1.0302,3.6397,3.5582,8.2899,0
5.0000,3.4344,159.0787,44.6719,0.8754,2.5539,1.4153,9.5537,16.3065,0
2.4558,2.9804,57.8065,14.0921,0.4666,0.9105,4.4366,4.0906,8.7871,0
1.1825,1.9311,30.3665,8.3569,-0.0071,0.0313,5.6470,2.2278,5.5357,1
4.7324,3.4294,147.4837,42.1701,0.9287,2.5500,1.4011,9.1974,15.9758,0
0.9243,2.1679,20.8561,0.2745,0.2301,0.2188,6.5864,1.0571,4.1940,1
3.3526,3.1895,103.7059,25.0948,0.9066,2.1647,2.6707,6.1317,12.1391,0
4.8658,3.5766,157.0830,44.1769,1.0892,3.1896,1.4888,9.7544,16.2411,0
2.3619,2.8928,54.2579,10.1340,0.3263,0.4301,3.4752,2.6232,9.2446,0
3.6111,3.3707,110.1939,29.4357,0.9407,2.3557,2.4741,7.0498,12.0635,0
2.6356,2.7983,65.6429,10.7146,0.6527,1.4062,3.2574,4.9149,9.8670,0
4.5299,3.3333,141.5472,34.9466,0.9657,3.1650,1.5696,7.5937,14.4241,0
2.5863,2.8818,58.5994,11.4381,0.3927,0.8755,3.8268,3.8309,9.2546,0
2.3014,2.5654,56.8175,13.4216,0.4294,0.9257,3.9629,3.0457,8.3108,0
2.5214,3.1373,55.3340,10.4165,0.4740,0.9756,3.5115,3.6446,10.1355,0
3.4304,3.1093,97.4646,22.7432,0.8404,2.1186,2.4836,5.6769,12.9964,0
1.8945,2.5894,42.9215,10.1525,0.3065,0.3974,4.6770,3.4239,7.4643,1
0.3417,0.7481,4.0321,1.8354,-0.1027,-0.4011,7.2614,0.1324,3.5006,1
3.8434,3.1843,118.6766,33.0787,0.9087,2.4728,1.9834,6.9246,13.1936,0
1.6956,2.4761,40.9741,6.1790,0.2199,0.4306,5.0637,1.7549,6.5313,1
1.7905,2.5300,34.1991,6.1206,0.0430,0.0805,4.8046,2.6292,6.6339,1
4.0326,3.4480,103.2202,34.2364,1.0037,2.7772,3.2466,7.7052,12.9321,0
0.5884,1.2306,2.1224,1.9338,-0.0689,-0.0491,7.1137,1.4299,3.0363,1
2.0884,2.6233,53.4383,12.5910,0.3247,0.6734,3.9114,4.1686,7.8368,0
1.3520,2.3342,36.4676,5.8891,-0.0317,-0.0448,5.3181,2.7403,5.0315,1
0.9936,2.0642,19.0720,6.3886,0.1409,0.1602,5.2350,1.4140,5.4477,1
0.9442,2.0934,27.7055,7.2823,0.1614,0.4254,5.8779,1.9444,5.5023,1
3.1076,3.2560,91.6175,21.0496,0.7519,1.5226,2.6759,5.7663,13.2792,0
3.7687,3.4999,115.5999,28.7466,0.9228,2.2263,2.0573,6.6584,13.1748,0
2.5226,3.0230,61.6534,7.6330,0.5799,1.1846,2.8354,2.4886,11.2630,0
4.7748,3.4457,144.9295,43.9184,0.9354,2.9317,0.9227,10.0210,16.0895,0
3.7776,3.3240,104.9018,33.3186,0.8638,2.2261,2.8110,7.3267,12.7135,0
3.3773,3.1229,91.2991,20.1404,0.9803,2.0184,3.5708,6.0970,12.8844,0
4.1111,3.2251,122.5658,32.5208,0.9504,2.3998,1.1762,6.7996,14.4620,0
0.7057,1.8835,6.2942,6.3001,0.0326,0.1261,6.8822,1.8965,3.7827,1
3.4921,3.3555,105.6514,24.1608,0.9614,2.6749,2.7988,5.6134,12.3445,0
4.3521,2.9795,122.6878,40.9740,1.0439,2.7695,1.4830,9.0193,15.2603,0
4.4552,3.3220,120.1050,42.2796,0.9969,2.7984,1.5405,8.4409,15.3202,0
2.7145,2.9870,74.4191,13.4780,0.5157,1.3118,2.7754,4.1964,10.5996,0
0.3812,1.0835,8.5584,2.6414,-0.0757,-0.0822,7.8540,0.5990,0.8886,1
1.2006,2.1231,25.4569,3.4975,0.1155,0.1451,5.9402,1.3769,4.8767,1
4.5992,3.0823,143.0893,40.3932,0.8814,2.4035,1.7196,9.1904,14.4141,0
3.7168,3.5302,107.4331,28.8981,0.9617,2.3309,1.7484,6.4594,13.8091,0
4.5345,3.5202,130.5997,44.9851,0.9954,2.7339,2.0211,9.6079,14.0426,0
1.3001,2.0425,19.0511,3.3196,-0.0715,-0.1662,4.9359,1.5032,5.2544,1
2.7184,2.8149,75.1698,13.9404,0.7233,1.8291,3.6491,4.4759,11.2063,0
4.2573,3.0161,127.8007,35.9388,0.8726,2.4517,2.1361,7.5572,13.8991,0
2.4121,3.1587,60.4732,9.6551,0.3637,0.4248,4.0723,3.4964,8.6840,0
3.5072,3.1302,93.6804,22.0423,0.8914,1.7750,2.3452,5.0068,12.6754,0
0.8331,1.8036,11.3748,2.9889,-0.0441,0.1605,6.3211,1.6576,3.3491,1
3.3753,3.1720,80.9273,18.7834,0.8392,2.0762,2.0289,5.5389,12.6713,0
1.9802,2.6652,55.7755,11.4638,0.3681,0.6467,4.0659,3.0962,9.3417,0
4.1928,3.0143,122.0157,35.1135,1.0533,3.0210,2.0156,7.8612,15.3422,0
2.4591,3.0819,53.0761,11.0907,0.5819,1.3545,3.5553,4.3113,8.9888,0
0.5254,1.3504,6.5298,3.3714,-0.2344,-0.5070,7.2248,2.4187,3.1162,1
0.2830,0.9430,6.8383,1.6079,0.0590,-0.1573,7.2707,0.5618,2.5174,1
2.3363,2.8929,51.3558,10.4770,0.6347,1.2597,3.5938,3.9080,8.1557,0
2.4966,2.9958,71.1483,13.2722,0.5208,1.2611,3.9121,3.7173,8.7535,0
2.3936,2.4083,56.4657,11.0643,0.5115,0.9173,3.8078,2.8686,8.4579,0
3.3699,3.3736,106.5009,19.8453,0.8982,2.0771,2.8760,5.0580,12.9755,0
0.8716,1.7598,6.8665,4.0120,0.0182,0.1890,6.3105,2.2715,3.3327,1
1.3812,2.4988,24.8630,6.4113,-0.0542,-0.1300,5.1989,2.3298,5.3528,1
1.2145,2.2190,34.2946,4.3839,-0.0229,-0.2174,5.3560,2.1122,3.9931,1
0.6675,1.6589,0.4844,3.2283,0.0271,0.0130,7.1363,1.0075,2.5066,1
